finOrg_id,name,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,milestones,relationships,years_invested
f:1178,Verge Funds,USA,Albuquerque,Albuquerque,2005-11-01,2009-12-08,5,3,0,6,4.1
f:11780,Monitor Clipper Partners,unknown,unknown,unknown,,,0,0,0,2,
f:11781,"Growth Tech Ventures, Inc",unknown,unknown,unknown,2013-06-19,2013-06-19,1,1,0,1,0.0
f:11782,"Venture Capital Association, Colorado",unknown,unknown,unknown,,,0,0,0,1,
f:11783,"Fortigent, LLC",unknown,unknown,unknown,,,0,0,0,4,
f:11784,Lydian Wealth Management,unknown,unknown,unknown,,,0,0,0,1,
f:11787,Azalea Capital,USA,Greenville,Greenville,2013-06-11,2013-06-11,1,1,0,0,0.0
f:11789,CARDEX,unknown,unknown,unknown,,,0,0,0,1,
f:1179,PowerVentures,unknown,unknown,unknown,2004-10-12,2004-10-12,1,1,0,0,0.0
f:11791,MPowerIQ,unknown,unknown,unknown,,,0,0,0,1,
f:11792,E4X Inc,unknown,unknown,unknown,,,0,0,0,1,
f:11793,Arkansas Venture Capital Investment Trust,unknown,unknown,unknown,2013-03-20,2013-03-20,1,1,0,0,0.0
f:11794,RAISE,FRA,Paris,Paris,,,0,0,0,2,
f:11797,Capital Group Communications,unknown,unknown,unknown,,,0,0,0,1,
f:11798,Gerbera Capital,unknown,unknown,unknown,2013-06-11,2013-06-11,1,1,0,0,0.0
f:11799,Mexico Ventures,unknown,unknown,unknown,2013-06-11,2013-06-11,1,1,0,0,0.0
f:118,ARTIS Ventures,USA,San Francisco,SF Bay,2006-02-01,2013-12-09,18,12,5,13,7.85
f:11800,Omnex Group,unknown,unknown,unknown,,,0,0,0,1,
f:11801,Western Union Payment Services,unknown,unknown,unknown,,,0,0,0,1,
f:11802,Online Resources,unknown,unknown,unknown,,,0,0,0,2,
f:11803,Spectrum EBP,unknown,unknown,unknown,,,0,0,0,1,
f:11804,Brandenburg Capital,unknown,unknown,unknown,2010-01-14,2010-01-14,1,1,0,0,0.0
f:11805,Evergreen Investments,unknown,unknown,unknown,,,0,0,0,1,
f:11806,Tufton Capital Ltd.,unknown,unknown,unknown,,,0,0,0,2,
f:11807,Raptor Capital Management,unknown,unknown,unknown,2011-02-03,2011-02-03,1,1,0,0,0.0
f:11808,"Donaldson, Lufkin, & Jenrette",unknown,unknown,unknown,,,0,0,0,39,
f:11809,Sallie Mae,unknown,unknown,unknown,,,0,0,0,8,
f:1181,Drobny Global Advisors,unknown,unknown,unknown,2008-04-01,2008-04-01,1,1,0,2,0.0
f:11810,Credit Agricole CIB  (Ukraine),unknown,unknown,unknown,,,0,0,0,1,
f:11811,Simon School Venture Capital Fund,unknown,unknown,unknown,2013-05-31,2013-05-31,1,1,0,0,0.0
f:11814,Blue Pacific Group,unknown,unknown,unknown,2013-06-13,2013-06-13,1,1,0,0,0.0
f:11815,Pinewood Trading,unknown,unknown,unknown,2013-06-13,2013-06-13,1,1,0,0,0.0
f:11816,Spouting Rock Investments,unknown,unknown,unknown,2013-06-13,2013-06-13,1,1,0,0,0.0
f:11817,BITS Spark Angels,unknown,unknown,unknown,2013-06-12,2013-06-12,1,1,0,0,0.0
f:11818,SoundBoard Angel Fund,USA,Morristown,Morristown,2013-06-12,2013-06-12,1,1,0,6,0.0
f:11819,KT Capital Partners,unknown,unknown,unknown,2013-06-12,2013-06-12,1,1,0,0,0.0
f:1182,The Challenge Funds,ISR,Tel Aviv,Tel Aviv,2005-05-04,2010-07-23,10,9,0,17,5.22
f:11820,Totvs Ventures,unknown,unknown,unknown,2013-06-12,2013-06-12,1,1,0,0,0.0
f:11821,Crawley Ventures,USA,Denver,Denver,2013-06-12,2013-06-12,1,1,0,0,0.0
f:11822,DiBa Bank,unknown,unknown,unknown,,,0,0,0,1,
f:11823,Amulet Capital Partners,USA,New York,New York,,,0,0,0,0,
f:11824,WebVenture,HKG,Hong Kong,Hong Kong,,,0,0,0,1,
f:11825,Broadgate Capital,EST,Estonia,Unknown,,,0,0,0,2,
f:11826,Sycamore Partners,USA,New York,New York,2013-08-23,2013-08-23,1,1,2,1,0.0
f:11827,Global Technology Investments,unknown,unknown,unknown,2006-01-12,2006-01-12,1,1,0,2,0.0
f:11828,MV Advisors LLC.,unknown,unknown,unknown,,,0,0,0,1,
f:1183,"Gersh Venture Partners, LLC",USA,New York,New York,,,0,0,0,6,
f:11831,Thomas Falk,unknown,unknown,unknown,,,0,0,0,1,
f:11832,Euler Hermes,unknown,unknown,unknown,,,0,0,0,2,
f:11833,MENA Venture Investments,unknown,unknown,unknown,2013-06-13,2013-11-20,3,3,0,0,0.44
f:11834,Avados,unknown,unknown,unknown,2013-09-27,2013-09-27,1,1,0,0,0.0
f:11835,Founders Forum for Good,unknown,unknown,unknown,,,0,0,0,4,
f:11836,Nominet Trust,GBR,Oxford,London,,,0,0,2,1,
f:11837,Founders Forum,unknown,unknown,unknown,,,0,0,0,3,
f:11838,Scout Ventures,USA,New York,New York,2011-06-01,2013-11-19,18,15,0,11,2.47
f:11839,The Veloz Group,USA,Los Angeles,Los Angeles,,,0,0,0,2,
f:1184,IRDI-ICSO,FRA,Toulouse,toulouse,2006-09-28,2009-09-16,8,7,0,0,2.97
f:11842,BanyanTree Growth Capital,IND,Mumbai,Mumbai,2013-06-13,2013-06-13,1,1,0,1,0.0
f:11845,Bolder Capital,USA,Chicago,Chicago,,,0,0,1,1,
f:11846,Busy Angels,unknown,unknown,unknown,,,0,0,0,0,
f:11847,Busy Angels,unknown,unknown,unknown,2013-03-01,2013-03-01,1,1,0,0,0.0
f:11848,VentureNursery,IND,Mumbai,Mumbai,2013-06-14,2013-09-06,2,2,0,5,0.23
f:1185,Passport Capital,USA,San Francisco,SF Bay,2005-09-01,2013-09-18,17,12,2,33,8.05
f:11850,HV Holztbrinck Ventures,unknown,unknown,unknown,2012-03-01,2012-03-01,1,1,0,0,0.0
f:11851,Raffay,unknown,unknown,unknown,2012-03-01,2012-03-01,1,1,0,0,0.0
f:11853,Dlouhy Investments Inc.,unknown,unknown,unknown,,,0,0,0,1,
f:11854,"NCN Partners,LLC",unknown,unknown,unknown,,,0,0,0,1,
f:11855,Midwest Lysine LLC,unknown,unknown,unknown,,,0,0,0,1,
f:11856,BancAmerica Robertson Stephens,unknown,unknown,unknown,,,0,0,0,1,
f:11858,Spektra Capital,USA,Bellevue,Seattle,2013-10-01,2013-10-01,1,1,0,0,0.0
f:1186,High-Tech Gruenderfonds,DEU,Bonn,Bonn,2005-11-23,2013-11-19,173,147,0,44,7.99
f:11861,DeltaClick & EIR / Venture Partner @ Outlook Ventures,unknown,unknown,unknown,,,0,0,0,1,
f:11862,Kaiser Ventures,unknown,unknown,unknown,,,0,0,0,1,
f:11863,Wells Capital Management,USA,San Francisco,SF Bay,,,0,0,0,7,
f:11864,Stifel Nicolaus,unknown,unknown,unknown,,,0,0,0,2,
f:11865,Blank Rome LLP,unknown,unknown,unknown,,,0,0,0,1,
f:11866,Emerald Advisers,unknown,unknown,unknown,,,0,0,0,1,
f:11867,Beard Miller Company,unknown,unknown,unknown,,,0,0,0,1,
f:11870,Lenders Direct Capital Corporation,unknown,unknown,unknown,,,0,0,0,1,
f:11871,Bavly Milner,unknown,unknown,unknown,,,0,0,0,1,
f:11872,ASDF Forex,PER,Chiclayo,unknown,,,0,0,0,1,
f:11875,Vodimo Capital,unknown,unknown,unknown,,,0,0,0,1,
f:11876,SNG Investment Group,unknown,unknown,unknown,,,0,0,0,1,
f:11877,Sibneftebank,unknown,unknown,unknown,,,0,0,0,1,
f:11878,RA Capital Advisors LLC,USA,San Diego,San Diego,,,0,0,0,6,
f:11879,Arthur Andersen LLP,unknown,unknown,unknown,,,0,0,0,60,
f:1188,Fidelity Investments,USA,Cincinnati,Cincinnati,2007-02-04,2013-10-23,6,6,0,63,6.72
f:11880,"AutoFinance Group, Inc",unknown,unknown,unknown,,,0,0,0,1,
f:11881,Hilltop Capital Corporation,unknown,unknown,unknown,,,0,0,0,1,
f:11882,Arthur Young & Company,unknown,unknown,unknown,,,0,0,0,3,
f:11885,Investment Partners of Orlando,unknown,unknown,unknown,,,0,0,0,1,
f:11886,Waterton Associates,USA,Chicago,Chicago,,,0,0,0,6,
f:11887,Harris Bank,unknown,unknown,unknown,,,0,0,0,1,
f:11888,Syracuse Venture Organization,unknown,unknown,unknown,,,0,0,0,1,
f:11889,Education Finance Partners,unknown,unknown,unknown,,,0,0,0,1,
f:1189,The Bonte Family Fund,unknown,unknown,unknown,2008-06-10,2008-06-10,1,1,0,0,0.0
f:11890,Digital Ventures,RUS,Moscow,Moscow,,,0,0,0,1,
f:11891,Wharton Asset Management,unknown,unknown,unknown,,,0,0,0,1,
f:11892,Vy Capital,unknown,unknown,unknown,,,0,0,0,1,
f:11894,CFO 911 Solutions,unknown,unknown,unknown,,,0,0,0,1,
f:11895,CMA,unknown,unknown,unknown,,,0,0,0,2,
f:11897,Trevian Capital,USA,New York,New York,,,0,0,1,0,
f:11898,Regional Growth Fund,unknown,unknown,unknown,2013-01-01,2013-08-20,3,3,0,0,0.63
f:11899,Axis Systems (Cadence),unknown,unknown,unknown,,,0,0,0,1,
f:1190,Harbert Management Corporation,USA,Birmingham,Birmingham,2007-10-23,2013-06-11,4,3,0,7,5.63
f:11900,Enwisen (Infor),unknown,unknown,unknown,,,0,0,0,1,
f:11901,Evolve (Oracle),unknown,unknown,unknown,,,0,0,0,1,
f:11902,Immunet (Sourcefire),unknown,unknown,unknown,,,0,0,0,1,
f:11903,Lisen.com (Real Networks),unknown,unknown,unknown,,,0,0,0,0,
f:11904,Nishant Systems (Brocade),unknown,unknown,unknown,,,0,0,0,1,
f:11905,Pixo (Sun),unknown,unknown,unknown,,,0,0,0,2,
f:11906,Provato (I-Many),unknown,unknown,unknown,,,0,0,0,1,
f:11907,SayNow (Google),unknown,unknown,unknown,,,0,0,0,1,
f:11908,Soundpipe (Comdial),unknown,unknown,unknown,,,0,0,0,1,
f:11909,Yosemite Technology (Barracuda Networks),unknown,unknown,unknown,,,0,0,0,1,
f:1191,Pittco Management,USA,Memphis,Memphis,2008-06-18,2008-06-18,1,1,0,0,0.0
f:11910,Listen.com (Real Networks)),unknown,unknown,unknown,,,0,0,0,1,
f:11913,GIMV Venture Capital,unknown,unknown,unknown,,,0,0,0,1,
f:11914,Bedford Falls Capital LLC.,unknown,unknown,unknown,,,0,0,0,1,
f:11915,Winston Partners,USA,Arlington,Washington DC,,,0,0,0,3,
f:11916,Cary Street Partners,unknown,unknown,unknown,,,0,0,0,1,
f:11917,Creation Investments,USA,Chicago,Chicago,,,0,0,0,0,
f:11919,Nadathur Investments,unknown,unknown,unknown,2013-06-17,2013-06-17,1,1,0,0,0.0
f:1192,RVC,unknown,unknown,unknown,2003-11-17,2011-03-01,3,3,0,1,7.29
f:11920,Isosceles Finance Ltd,unknown,unknown,unknown,,,0,0,0,1,
f:11921,MIC Microfinance Bank Ltd.,unknown,unknown,unknown,,,0,0,0,1,
f:11922,Hargan Ventures,unknown,unknown,unknown,,,0,0,0,1,
f:11923,"Kevin P. Martin & Associates, P.C.",unknown,unknown,unknown,,,0,0,0,1,
f:11927,10x,unknown,unknown,unknown,2013-05-01,2013-05-01,1,1,0,0,0.0
f:11928,Konnection India,unknown,unknown,unknown,,,0,0,0,1,
f:11929,Holdinvest,unknown,unknown,unknown,2008-01-05,2008-01-05,1,1,0,0,0.0
f:11932,Silvertree Capital,unknown,unknown,unknown,2013-06-17,2013-06-17,2,2,0,0,0.0
f:11933,Chicago Ventures,USA,Chicago,Chicago,2012-03-01,2013-11-13,15,14,0,4,1.7
f:11934,GroFin,KEN,Nairobi,Nairobi,,,0,0,1,1,
f:11935,Kemper Corporation,unknown,unknown,unknown,2013-07-31,2013-07-31,1,1,0,2,0.0
f:11936,TriVeda Capital,IND,Bangalore,Bangalore,,,0,0,0,2,
f:11937,Avenue Venture,unknown,unknown,unknown,2013-06-17,2013-06-17,1,1,1,0,0.0
f:11938,Chasm Innovations,unknown,unknown,unknown,,,0,0,0,1,
f:11939,Alterna Capital Partners,USA,Wilton,Wilton,,,0,0,2,1,
f:1194,Edgewater,USA,Jersey City,New York,2003-11-17,2005-01-05,2,2,0,1,1.14
f:11940,Vulcan Ventures,unknown,unknown,unknown,,,0,0,0,2,
f:11942,National Discount Brokers (ndb.com),unknown,unknown,unknown,,,0,0,0,1,
f:11943,DFA Capital Management,unknown,unknown,unknown,,,0,0,0,2,
f:11944,Harbour Investment Corporation,unknown,unknown,unknown,,,0,0,0,1,
f:11946,Salomon Brothers Venture Capital,unknown,unknown,unknown,,,0,0,0,21,
f:11947,KPMG's Audit Committee Institute,unknown,unknown,unknown,,,0,0,0,3,
f:11949,Great Western Financial,unknown,unknown,unknown,,,0,0,0,1,
f:1195,SoundView Ventures,USA,Miami,Miami,2003-11-17,2003-11-17,1,1,0,0,0.0
f:11950,American Industrial Partners,USA,New York,New York,,,0,0,2,3,
f:11951,Shearson Lehman/American Express,unknown,unknown,unknown,,,0,0,0,2,
f:11952,Ghirardo CPA,unknown,unknown,unknown,,,0,0,0,1,
f:11953,Deloitte & Touch,unknown,unknown,unknown,,,0,0,0,14,
f:11954,Versailles Investments,unknown,unknown,unknown,,,0,0,0,1,
f:11955,"Stephen R. Wright, CPA",unknown,unknown,unknown,,,0,0,0,1,
f:11956,The NTC Group,unknown,unknown,unknown,,,0,0,0,1,
f:11958,MedEquity Investors,unknown,unknown,unknown,,,0,0,0,1,
f:11959,Mayfair Capital,GBR,London,London,,,0,0,0,1,
f:11961,Brown Gibbons Lang & Company,unknown,unknown,unknown,,,0,0,0,1,
f:11963,Ronson Capital Partners,GBR,London,London,,,0,0,1,0,
f:11966,Transglobal,unknown,unknown,unknown,,,0,0,0,1,
f:11967,NaBANCO,unknown,unknown,unknown,,,0,0,0,2,
f:11969,Russell Investments,unknown,unknown,unknown,,,0,0,0,3,
f:1197,Contour Venture Partners,USA,New York,New York,2001-05-01,2013-10-01,33,26,0,3,12.42
f:11970,Evercore Mexico Capital Partners,unknown,unknown,unknown,,,0,0,0,0,
f:11971,WPP Ventures,unknown,unknown,unknown,2013-06-18,2013-06-18,1,1,0,15,0.0
f:11973,Legacy Venture,USA,California,California,,,0,0,0,1,
f:11974,Curious Minds,USA,West Hollywood,Los Angeles,2012-08-15,2013-08-28,2,1,0,4,1.03
f:11975,Staal Bankiers,unknown,unknown,unknown,,,0,0,0,1,
f:11976,DZ BANK,unknown,unknown,unknown,,,0,0,0,1,
f:11977,Asian Healthcare Fund,IND,New Delhi,New Delhi,2013-01-01,2013-06-19,2,2,0,0,0.46
f:11978,Brown Venture Labs,unknown,unknown,unknown,2012-03-15,2012-03-15,1,1,0,0,0.0
f:1198,ASAP Ventures,unknown,unknown,unknown,2001-05-01,2001-05-01,1,1,0,0,0.0
f:11981,Wadinko,unknown,unknown,unknown,2013-06-19,2013-06-19,1,1,0,0,0.0
f:11982,Cold Mountain Capital,unknown,unknown,unknown,,,0,0,0,1,
f:11983,Alibaba Investment,unknown,unknown,unknown,2009-05-14,2009-05-14,1,1,0,0,0.0
f:11984,HiST Gründerstipend,unknown,unknown,unknown,2012-04-01,2012-04-01,1,1,0,0,0.0
f:11986,Red Oak Growth Partners,USA,Summit,Summit,2013-06-19,2013-06-19,1,1,0,4,0.0
f:11987,Altair Capital,unknown,unknown,unknown,2013-10-02,2013-10-30,3,3,0,0,0.08
f:11988,Indigo Capital,GBR,london,London,2012-12-18,2013-04-24,2,2,0,6,0.35
f:11989,GCI Venture Partners,unknown,unknown,unknown,,,0,0,0,1,
f:1199,MK Capital,USA,Northbrook,Chicago,2004-01-01,2012-10-30,30,23,0,9,8.83
f:11990,Commonfund,USA,Wilton,Wilton,,,0,0,0,1,
f:11991,Pfizer Pension Plan,unknown,unknown,unknown,,,0,0,0,1,
f:11993,Turning Basin Capital Partners,USA,West Tower Richmond,unknown,,,0,0,1,1,
f:11994,Allfinanz,unknown,unknown,unknown,,,0,0,0,1,
f:11995,Creditanstalt Bank,unknown,unknown,unknown,,,0,0,0,1,
f:11996,WestLB Panmure,unknown,unknown,unknown,,,0,0,0,2,
f:11998,Pachicle Invest,unknown,unknown,unknown,2013-07-10,2013-07-10,1,1,0,0,0.0
f:11999,Verlinvest,BEL,Brussels,Brussels,2012-07-01,2013-12-09,4,3,0,4,1.44
f:12,Austin Ventures,USA,Austin,Austin,1999-09-01,2013-09-05,169,105,0,49,14.01
f:120,Clearstone Venture Partners,USA,Santa Monica,Los Angeles,2005-02-23,2013-05-15,65,31,0,20,8.22
f:1200,Draper Triangle Ventures,USA,Pittsburgh,Pittsburg,2005-06-10,2012-05-23,14,12,0,8,6.95
f:12000,BNDES,unknown,unknown,unknown,1999-12-01,1999-12-01,1,1,0,0,0.0
f:12001,Pactual,unknown,unknown,unknown,2001-06-01,2001-06-01,1,1,0,0,0.0
f:12002,Cazador Acquisition Corporation Ltd,unknown,unknown,unknown,2012-10-04,2012-10-04,1,1,0,0,0.0
f:12003,Otto Capital,USA,Seattle,Seattle,2013-02-19,2013-11-26,4,4,0,1,0.77
f:12004,MFS Investment Management,unknown,unknown,unknown,,,0,0,0,3,
f:12005,MFS Mutual Funds,unknown,unknown,unknown,,,0,0,0,1,
f:12006,Fidelity Management & Research,unknown,unknown,unknown,,,0,0,0,5,
f:12008,Virginia Heritage Bank,USA,Fairfax,Washington DC,,,0,0,1,0,
f:1201,"United Defense, L.P.",USA,Arlington,Washington DC,2004-10-14,2004-10-14,1,1,0,0,0.0
f:12012,The Boston Consulting Group (BCG) London,unknown,unknown,unknown,,,0,0,0,2,
f:12013,ANZ Grindlays Bank,unknown,unknown,unknown,,,0,0,0,1,
f:12014,Criterion Capital Ltd,unknown,unknown,unknown,,,0,0,0,1,
f:12015,Capnamic Ventures,DEU,Cologne,Cologne,2013-06-20,2013-06-20,1,1,0,2,0.0
f:12016,Electra Partners,GBR,London,London,,,0,0,1,0,
f:12017,Aksia Group,ITA,Milano,Milano,,,0,0,0,0,
f:12018,Michaelson Capital Partners,unknown,unknown,unknown,2013-06-21,2013-06-21,1,1,0,0,0.0
f:12020,M&T Bank,unknown,unknown,unknown,,,0,0,0,2,
f:12021,State Farm Insurance,unknown,unknown,unknown,,,0,0,0,3,
f:12022,ENSO Financial Management,USA,New York,New York,,,0,0,2,4,
f:12023,Commercial Capital LLC,USA,Miami,Miami,2013-10-30,2013-10-30,1,1,0,1,0.0
f:12024,Cap Gemini Ernst & Young,unknown,unknown,unknown,,,0,0,0,1,
f:12025,American Express Incentive Services,unknown,unknown,unknown,,,0,0,0,1,
f:12026,Mantis Hodings,unknown,unknown,unknown,,,0,0,0,0,
f:12027,Mantis Holdings,unknown,unknown,unknown,,,0,0,0,1,
f:12028,Tsjukemar Ltd.,unknown,unknown,unknown,,,0,0,0,1,
f:12029,Park Road Associates Ltd.,unknown,unknown,unknown,,,0,0,0,1,
f:1203,Infield Capital,USA,Boulder,Denver,2008-06-10,2011-03-31,3,3,0,1,2.8
f:12030,Softbank / Ziff Davis,unknown,unknown,unknown,,,0,0,0,1,
f:12031,Affinity Equity Partners,unknown,unknown,unknown,,,0,0,0,0,
f:12032,Ernst & Whinney,unknown,unknown,unknown,,,0,0,0,2,
f:12033,Cain Brothers,unknown,unknown,unknown,,,0,0,0,2,
f:12034,Charlesbank Capital Partners,unknown,unknown,unknown,,,0,0,0,2,
f:12035,KLab Ventures,unknown,unknown,unknown,2012-04-05,2012-04-05,1,1,0,0,0.0
f:12036,Movida Japan,unknown,unknown,unknown,2012-04-05,2012-04-05,1,1,0,0,0.0
f:12037,Dewey Ballantine LLP.,unknown,unknown,unknown,,,0,0,0,1,
f:12038,Ministry of Finance,unknown,unknown,unknown,,,0,0,0,2,
f:12039,Palm Ventures,USA,Greenwich,New York,2010-02-01,2010-02-01,1,1,0,1,0.0
f:1204,Ambistia Ventures,USA,Newport Beach,Los Angeles,2006-08-28,2009-04-23,6,6,0,1,2.65
f:12040,Banque PSA Finance,unknown,unknown,unknown,,,0,0,0,1,
f:12041,Peugeot Citroën Finance et Comptabilité,unknown,unknown,unknown,,,0,0,0,1,
f:12042,Compagnie Française d'Assurance pour le Commerce Extérieur,unknown,unknown,unknown,,,0,0,0,1,
f:12043,Coface,unknown,unknown,unknown,,,0,0,0,1,
f:12044,Pergolèse Investissements,unknown,unknown,unknown,,,0,0,0,1,
f:12045,Peugeot Finance International,unknown,unknown,unknown,,,0,0,0,1,
f:12048,Scitrium Europe Investments B.v.,unknown,unknown,unknown,,,0,0,0,1,
f:12049,Ernst & Young and Thalès,unknown,unknown,unknown,,,0,0,0,1,
f:1205,FG Incubation,unknown,unknown,unknown,2008-06-13,2008-06-13,1,1,0,0,0.0
f:12050,Guardian Life Insurance,unknown,unknown,unknown,,,0,0,0,2,
f:12051,"Jweg Ventures, LLC.",unknown,unknown,unknown,,,0,0,0,1,
f:12052,White & Case LLP,unknown,unknown,unknown,,,0,0,0,1,
f:12055,Arthur Andersen Business Consulting,unknown,unknown,unknown,,,0,0,0,4,
f:12057,Davis LLP,unknown,unknown,unknown,,,0,0,0,1,
f:12058,GlenRock Group,unknown,unknown,unknown,,,0,0,0,1,
f:12059,Yopto,unknown,unknown,unknown,,,0,0,0,1,
f:1206,Milk Capital,FRA,Gennevilliers cedex,unknown,2008-05-10,2008-05-10,1,1,0,1,0.0
f:12060,Startup Genome,USA,Omaha,Omaha,,,0,0,0,2,
f:12063,Vstory,AUS,Albury,unknown,,,0,0,0,1,
f:12064,GoFlow,unknown,unknown,unknown,,,0,0,0,1,
f:12067,EyeCue Vision Technologies Ltd.,unknown,unknown,unknown,,,0,0,0,1,
f:12068,Great Shape,unknown,unknown,unknown,,,0,0,0,1,
f:1207,Nexit Ventures,FIN,Helsinki,Helsinki,2005-01-10,2013-11-13,14,13,0,16,8.84
f:12070,Coriolis Labs,unknown,unknown,unknown,,,0,0,0,1,
f:12071,Inrernational Finance Company,unknown,unknown,unknown,,,0,0,0,1,
f:12073,Financo Inc.,unknown,unknown,unknown,,,0,0,0,2,
f:12074,Sanford T. Colb & Co. Advocates and Patent Attorneys,unknown,unknown,unknown,,,0,0,0,1,
f:12075,PayActiv,unknown,unknown,unknown,,,0,0,0,1,
f:12076,M. Seligman & Co.,unknown,unknown,unknown,,,0,0,0,1,
f:12077,ER Accelerator,unknown,unknown,unknown,,,0,0,0,3,
f:12078,Kambo Capital,unknown,unknown,unknown,,,0,0,0,1,
f:12079,Citibank Limited,unknown,unknown,unknown,,,0,0,0,14,
f:1208,Princeton Ventures,USA,Princeton,Princeton,,,0,0,0,1,
f:12080,io Ventures,unknown,unknown,unknown,,,0,0,0,1,
f:12081,"Thompson Peak Capital, LP",unknown,unknown,unknown,,,0,0,0,1,
f:12082,Capital Group Companies,unknown,unknown,unknown,,,0,0,0,1,
f:12083,DLJ Merchant Banking,unknown,unknown,unknown,,,0,0,0,2,
f:12085,TorQuest Partners,CAN,Ontario,Ontario,,,0,0,0,1,
f:12086,Xplora Design Skool,unknown,unknown,unknown,,,0,0,0,1,
f:12087,LANXESS,unknown,unknown,unknown,2009-08-21,2013-06-24,2,2,0,1,3.84
f:12088,FZKPT,unknown,unknown,unknown,2012-11-15,2012-11-15,1,1,0,0,0.0
f:12091,Latin America Internet Holding (LIH),unknown,unknown,unknown,2013-06-24,2013-06-24,1,1,0,0,0.0
f:12093,Crescent Group,SGP,Singapore,Singapore,2012-03-13,2013-06-24,2,2,0,4,1.28
f:12094,Commercial Capital LLC (Canada),CAN,Toronto,Toronto,,,0,0,0,1,
f:12095,Equity Gap,GBR,Edinburgh,Edinburgh,2012-01-01,2013-10-30,4,3,1,0,1.83
f:12096,Michael Huskins Family Trust,unknown,unknown,unknown,2012-01-23,2012-01-23,1,1,0,0,0.0
f:12097,Diane Siegel Trust,unknown,unknown,unknown,2012-01-23,2012-01-23,1,1,0,0,0.0
f:12098,Programma 101,unknown,unknown,unknown,,,0,0,3,0,
f:12099,GreenStone Labs,unknown,unknown,unknown,,,0,0,0,2,
f:121,Opus Capital,USA,Menlo Park,SF Bay,2006-12-01,2013-11-11,58,34,4,16,6.95
f:12100,Robinson Lerer Montgomery,unknown,unknown,unknown,,,0,0,0,3,
f:12101,Accelero Capital,FRA,Paris,Paris,,,0,0,1,0,
f:12102,Dow Jones Ventures,unknown,unknown,unknown,,,0,0,0,1,
f:12103,Millenium Capital,unknown,unknown,unknown,,,0,0,0,1,
f:12104,Duff Ackerman & Goodrich,USA,San Francisco,SF Bay,2012-04-01,2013-03-23,6,5,0,3,0.97
f:12105,Bechtel Investments,unknown,unknown,unknown,,,0,0,0,1,
f:12106,Dimensional Corporate Finance,unknown,unknown,unknown,,,0,0,0,1,
f:12107,Mosaic Investments,unknown,unknown,unknown,,,0,0,0,1,
f:12108,Lateral Global Investors,unknown,unknown,unknown,,,0,0,0,1,
f:12109,First Interstate Bank,unknown,unknown,unknown,,,0,0,0,5,
f:12110,Insurance Australia Group Limited (IAG),unknown,unknown,unknown,,,0,0,0,1,
f:12113,Hop,unknown,unknown,unknown,,,0,0,1,1,
f:12114,Owner Resources Group,USA,Austin,Austin,,,0,0,0,0,
f:12115,Terranum Capital,USA,New York,New York,,,0,0,0,1,
f:12117,BlueCap Partners,USA,Austin,Austin,2013-06-25,2013-06-25,1,1,0,0,0.0
f:12118,Apollo Investment Corporation,USA,new york,New York,2013-06-25,2013-06-25,1,1,0,1,0.0
f:12119,Maxus Capital Group,unknown,unknown,unknown,2013-06-25,2013-06-25,1,1,0,0,0.0
f:1212,NGI Capital,JPN,unknown,Japan - Other,2006-12-01,2010-11-05,5,5,0,0,3.93
f:12121,Arqaam Capital,ARE,Dubai,Dubai,,,0,0,0,3,
f:12122,Unity Ventures,unknown,unknown,unknown,2013-06-25,2013-11-22,2,2,0,0,0.41
f:12123,Hydrazine Capital,USA,Mountain View,SF Bay,2013-06-25,2013-10-21,2,2,0,2,0.32
f:12124,DV Playground,unknown,unknown,unknown,2013-06-25,2013-06-25,1,1,0,0,0.0
f:12125,Netprice Partners,unknown,unknown,unknown,2012-10-19,2013-08-27,3,3,0,0,0.85
f:12126,Alpha Investment,unknown,unknown,unknown,2013-06-25,2013-06-25,1,1,0,0,0.0
f:12127,YC Start Fund,unknown,unknown,unknown,2013-06-25,2013-06-25,1,1,0,0,0.0
f:12128,Transamerica Technology Finance,unknown,unknown,unknown,2000-01-27,2000-01-27,1,1,0,1,0.0
f:12129,Relational Funding Corp.,unknown,unknown,unknown,2000-01-27,2000-01-27,1,1,0,0,0.0
f:1213,Coriolis Ventures,USA,New York,New York,2007-12-27,2011-08-09,8,6,0,3,3.62
f:12130,Oxford Resource Partners,USA,Columbus,Columbus,,,0,0,1,1,
f:12131,Quebec Venture Capital Association,unknown,unknown,unknown,,,0,0,0,1,
f:12132,Advent Ventur,unknown,unknown,unknown,,,0,0,0,0,
f:12133,Leonard Green & Partners,USA,Los Angeles,Los Angeles,,,0,0,2,0,
f:12134,Charterhouse Capital Partners,GBR,London,London,,,0,0,3,3,
f:12136,SEAVI Advent,SGP,unknown,Singapore - Other,,,0,0,0,1,
f:12137,Mangrove Equity Partners,USA,Tampa,Tampa,,,0,0,0,1,
f:12138,Davis Polk & Wardwell LLP,unknown,unknown,unknown,,,0,0,0,2,
f:12139,Bank of Japan,unknown,unknown,unknown,,,0,0,0,1,
f:1214,Essar Communications Holdings,IND,Mumbai,Mumbai,2008-04-21,2008-04-21,1,1,3,7,0.0
f:12140,Startkapital,DEU,Starnberg,Starnberg,2013-06-20,2013-06-20,1,1,0,0,0.0
f:12141,AME Cloud Ventures,USA,Palo Alto,SF Bay,2010-08-20,2013-11-12,15,14,0,4,3.23
